title;paperId;doi;authors;publisher;topics;fields_of_study;year
Privacy accounting and quality control in the sage differentially private ML platform.;d9e639d2f70fa7226ca425c126505628b07b52eb;10.1145/3341301.3359639;Mathias Lécuyer,Riley Spahn,Kiran Vodrahalli,Roxana Geambasu,Daniel Hsu;SOSP ;Machine learning,Spectral leakage,TensorFlow,With high probability,Accounting method,Open-source software,Algorithm,Privacy;Computer Science,Mathematics;2019
Honeycrisp: large-scale differentially private aggregation without a trusted core.;650de714b28fca56b5f46d73c1aa266d1dd58c9d;10.1145/3341301.3359660;Edo Roth,Daniel Noble,Brett Hemenway Falk,Andreas Haeberlen;SOSP ;Emoji,Differential privacy,Threat model,iOS,Sparse matrix,macOS,Cryptography,Best, worst and average case,Prototype,Protologism,Emoticon;Computer Science;2019
Yodel: strong metadata security for voice calls.;b8ab59987e4c03d5f9bbaf3682aa5e31d255b6cc;10.1145/3341301.3359648;David Lazar,Yossi Gilad,Nickolai Zeldovich;SOSP ;;computer science;2019
Scaling symbolic evaluation for automated verification of systems code with Serval.;52bb999d9f8754f28c2f717880ac767868599a34;10.1145/3341301.3359641;Luke Nelson,James Bornholt,Ronghui Gu,Andrew Baumann,Emina Torlak,Xi Wang;SOSP ;Symbolic execution,Software bug,LLVM,Symposium on Operating Systems Principles,X86,Linux,RISC-V,Verification and validation,Coq (software),Compiler,Scalability,Lambda lifting,Komodo Edit,Keystone effect,Formal verification, General and reference,Cross-computing tools and techniques,Verification,Software and its engineering,Software creation and management,Software development process management,Software verification and validation,Formal software verification,Software organization and properties,Software functional properties,Formal methods,Software verification,Theory of computation,Semantics and reasoning,Program reasoning,Program verification;Computer Science;2019
Verifying concurrent, crash-safe systems with Perennial.;4f323be4ac0bf7cb947be1c68b58ef632007c43b;10.1145/3341301.3359632;Tej Chajed,Joseph Tassarotti,M. Frans Kaashoek,Nickolai Zeldovich;SOSP ;Data structure,Server (computing),Proof assistant,Concurrency (computer science),Speedup,Software deployment, Software and its engineering,Software organization and properties,Contextual software domains,Operating systems,Process management,Concurrency control,Extra-functional properties,Software fault tolerance,Software functional properties,Formal methods,Software verification;Computer Science;2019
Using concurrent relational logic with helpers for verifying the AtomFS file system.;a3cc79d7af9d3ddc8364d614a4f652926b15d1d5;10.1145/3341301.3359644;Mo Zou,Haoran Ding,Dong Du,Ming Fu,Ronghui Gu,Haibo Chen;SOSP ;Linearizability,Symposium on Operating Systems Principles,Relational algebra,Verification and validation,HTTPS,International Standard Book Number,Coq (software),Ontology components,AIBO,Multi-core processor,Concurrency (computer science),Rename (relational algebra),Entity–relationship model,Execution unit;Computer Science;2019
Verifying software network functions with no verification expertise.;b94911c2376f27bb03f4ddcf5a40dc680b0c6241;10.1145/3341301.3359647;Arseniy Zaostrovnykh,Solal Pirelli,Rishabh Iyer,Matteo Rizzo,Luis Pedrosa,Katerina Argyraki,George Candea;SOSP ;Vigor (software),Transfer function,Formal verification,Middlebox,Toolchain,Symbolic execution,Verification and validation,Outsourcing,Python,Functional specification,Load balancing (computing),Network address translation,Automated theorem proving,Data structure,Push-button,Network packet,Firewall (computing);Computer Science;2019
Optimizing data-intensive computations in existing libraries with split annotations.;9404dc5c41f96a16bf9ca16f6088682d23eb4b30;10.1145/3341301.3359652;Shoumik Palkar,Matei Zaharia;SOSP ;Library (computing),Application programming interface,NumPy,Computation,TensorFlow,Optimizing compiler,Rewriting,pandas,Parallel computing,Data-intensive computing,Intermediate representation,Pipeline (computing),Correctness (computer science),High- and low-level,Computer data storage,Rewrite (programming),Central processing unit;Computer Science;2019
Niijima: sound and automated computation consolidation for efficient multilingual data-parallel pipelines.;2adf5a95213797b55d9d7abfb4c2eeb85c83c40a;10.1145/3341301.3359649;Guoqing Harry Xu,Margus Veanes,Michael Barnett,Madan Musuvathi,Todd Mytkowicz,Ben Zorn,Huan He,Haibo Lin;SOSP ;Information systems,Data management systems,Software and its engineering,Software notations and tools,Compilers;computer science;2019
Nexus: a GPU cluster engine for accelerating DNN-based video analysis.;8b9b2f1ec32040c30d2c296ac1688a6627a8fc12;10.1145/3341301.3359658;Haichen Shen,Lequn Chen,Yuchen Jin,Liangyu Zhao,Bingyu Kong,Matthai Philipose,Arvind Krishnamurthy,Ravi Sundaram;SOSP ;GPU cluster,Graphics processing unit,Video content analysis,Software deployment,Scheduling (computing);Computer Science;2019
Lineage stash: fault tolerance off the critical path.;6b6237e90ba4678ee4647191523af7c655ccdd5f;10.1145/3341301.3359653;Stephanie Wang,John Liagouris,Robert Nishihara,Philipp Moritz,Ujval Misra,Alexey Tumanov,Ion Stoica;SOSP ;Fault tolerance,Critical path method,Lineage (evolution), Computer systems organization,Dependable and fault-tolerant systems and networks;Computer Science;2019
File systems unfit as distributed storage backends: lessons from 10 years of Ceph evolution.;d08f1fa63b4bccd2b7f1457df93ba7ac79ae1b9f;10.1145/3341301.3359656;Abutalib Aghayev,Sage Weil,Michael Kuchnik,Mark Nelson,Gregory R. Ganger,George Amvrosiadis;SOSP ;Clustered file system,User space,Systems management,Checksum,Capability Maturity Model,Performance engineering,Input/output,Database,Overhead (computing),Spatial variability,Information system,Front and back ends, Information systems,Information storage systems,Storage architectures,Distributed storage,Software and its engineering,Software organization and properties,Contextual software domains,Operating systems,File systems management,Extra-functional properties,Software performance;Computer Science;2019
I4: incremental inference of inductive invariants for verification of distributed protocols.;67c0f009324f62e2abaa8813fddedc071255627a;10.1145/3341301.3359651;Haojun Ma,Aman Goel,Jean-Baptiste Jeannin,Manos Kapritsos,Baris Kasikci,Karem A. Sakallah;SOSP ;General and reference,Cross-computing tools and techniques,Verification,Software and its engineering,Software creation and management,Software development process management,Software verification and validation,Formal software verification,Software organization and properties,Software functional properties,Formal methods,Software verification,Theory of computation,Semantics and reasoning,Program reasoning,Program verification;computer science;2019
Aegean: replication beyond the client-server model.;313dcb77e4e3061f4c3c7f4416d9ce826c576b03;10.1145/3341301.3359663;Remzi Can Aksoy,Manos Kapritsos;SOSP ;Computer systems organization,Dependable and fault-tolerant systems and networks;computer science;2019
Snap: a microkernel approach to host networking.;af5b43ce55eed498075a5b7d650784e5ce21f9af;10.1145/3341301.3359657;Michael Marty,Marc de Kruijf,Jacob Adriaens,Christopher Alfeld,Sean Bauer,Carlo Contavalli,Michael Dalton,Nandita Dukkipati,William C. Evans,Steve Gribble,Nicholas Kidd,Roman Kononov,Gautam Kumar,Carl Mauer,Emily Musick,Lena Olson,Erik Rubow,Michael Ryan,Kevin Springborn,Paul Turner,Valas Valancius,Xi Wang,Amin Vahdat;SOSP ;Microkernel, Computer systems organization,Dependable and fault-tolerant systems and networks,Maintainability and maintenance,Networks,Network architectures,Network design principles,Network types,Data center networks,Software and its engineering;Computer Science;2019
Risk based planning of network changes in evolving data centers.;73fc1058ac5993df2d7e87af16d5c3ca15666254;10.1145/3341301.3359664;Omid Alipourfard,Jiaqi Gao,Jeremie Koenig,Chris Harshaw,Amin Vahdat,Minlan Yu;SOSP ;Data center,Janus,Clos network,Real-time transcription,Simulation,Tracing (software),Customer relationship management,Image scaling, Networks,Network performance evaluation,Network simulations,Network properties,Network reliability,Network services,Network management;Computer Science;2019
Taiji: managing global user traffic for large-scale internet services at the edge.;197d16ff5986d064ec23826d69186c66e4fee4b4;10.1145/3341301.3359655;David Chou,Tianyin Xu,Kaushik Veeraraghavan,Andrew Newell,Sonia Margulis,Lin Xiao,Pol Mauri Ruiz,Justin Meza,Kiryong Ha,Shruti Padmanabha,Kevin Cole,Dmitri Perelman;SOSP ;;computer science;2019
KVell: the design and implementation of a fast persistent key-value store.;8ee65b7cff5936a3e6790f44dd5a24eb2b480ecd;10.1145/3341301.3359628;Baptiste Lepers,Oana Balmau,Karan Gupta,Willy Zwaenepoel;SOSP ;;computer science;2019
Recipe: converting concurrent DRAM indexes to persistent-memory indexes.;99ea5d197c68d6d2dea7f6071af861e889cc56ae;10.1145/3341301.3359635;Se Kwon Lee,Jayashree Mohan,Sanidhya Kashyap,Taesoo Kim,Vijay Chidambaram;SOSP ;Hash table,Dynamic random-access memory,Persistent memory,Persistent data structure,CPU cache,Concurrency (computer science),Extendible hashing,YCSB,Thread (computing),Non-volatile memory,Source lines of code,Volatile memory,B+ tree,In-memory database,Append,Extensibility,Locality-sensitive hashing, Hardware,Integrated circuits,Semiconductor memory,Non-volatile memory,Information systems,Data management systems,Data structures,Database management system engines,Parallel and distributed DBMSs,Key-value stores,Information storage systems,Information storage technologies,Storage class memory,Record storage systems,Record storage alternatives,Indexed file organization;Computer Science;2019
Performance and protection in the ZoFS user-space NVM file system.;ce7aa3bc397d40a1a5b8d2dfc4cc44fa5683ecbf;10.1145/3341301.3359637;Mingkai Dong,Heng Bu,Jifei Yi,Benchao Dong,Haibo Chen;SOSP ;Non-volatile memory,User space,Library (computing),Volatile memory,Systems architecture,Directory (computing),Kernel (operating system), Information systems,Information storage systems,Information storage technologies,Storage class memory,Phase change memory,Software and its engineering,Software organization and properties,Contextual software domains,Operating systems,File systems management;Computer Science;2019
SplitFS: reducing software overhead in file systems for persistent memory.;0f77bfff2f7b684e60af1c1a41fb7e1407e7c8cb;10.1145/3341301.3359631;Rohan Kadekodi,Se Kwon Lee,Sanidhya Kashyap,Taesoo Kim,Aasheesh Kolli,Vijay Chidambaram;SOSP ;Hardware,Integrated circuits,Semiconductor memory,Non-volatile memory,Information systems,Information storage systems,Information storage technologies,Storage class memory,Software and its engineering,Software organization and properties,Contextual software domains,Operating systems,File systems management;computer science;2019
AutoMine: harmonizing high-level abstraction and high performance for graph mining.;5206cf3bea8bf44ad418187fd08ca1f23744dbfa;10.1145/3341301.3359633;Daniel Mawhirter,Bo Wu;SOSP ;Computing methodologies,Parallel computing methodologies,Parallel algorithms,Shared memory algorithms,Software and its engineering,Software notations and tools,Compilers;computer science;2019
KnightKing: a fast distributed graph random walk engine.;02f68ca241fb18a584aee23b06a0de467e174df2;10.1145/3341301.3359634;Ke Yang,MingXing Zhang,Kang Chen,Xiaosong Ma,Yang Bai,Yong Jiang;SOSP ;;computer science;2019
Gerenuk: thin computation over big native data using speculative program transformation.;f5756dd2a1df10645001fbb46c451f2494b37b38;10.1145/3341301.3359643;Christian Navasca,Cheng Cai,Khanh Nguyen,Brian Demsky,Shan Lu,Miryung Kim,Guoqing Harry Xu;SOSP ;Information systems,Data management systems,Software and its engineering,Software notations and tools,Compilers;computer science;2019
An analysis of performance evolution of Linux's core operations.;981faed0053dacf9ad284c53993d7b54489c686e;10.1145/3341301.3359640;Xiang (Jenny) Ren,Kirk Rodrigues,Luyuan Chen,Camilo Vega,Michael Stumm,Ding Yuan;SOSP ;Linux,System call,Context switch,Patch (computing),Redis,Scalability,Manycore processor,Operating system,Benchmark (computing),Overhead (computing), Social and professional topics,Professional topics,History of computing,History of software,Software and its engineering,Software organization and properties,Contextual software domains,Operating systems,Extra-functional properties,Software performance;Computer Science;2019
ShortCut: accelerating mostly-deterministic code regions.;d0d4f00c4bf0836c87617cbd3d766cf9cf57bbd4;10.1145/3341301.3359659;Xianzheng Dou,Peter M. Chen,Jason Flinn;SOSP ;;computer science;2019
Scalable and practical locking with shuffling.;0efe89af0b9df4bfbfa36fcaae21c866a0170b34;10.1145/3341301.3359629;Sanidhya Kashyap,Irina Calciu,Xiaohe Cheng,Changwoo Min,Taesoo Kim;SOSP ;Lock (computer science),Scalability,Critical path method,Algorithm,Data structure,Memory footprint,CPU cache,Symmetric multiprocessing,Thread (computing),Throughput,Server (computing), Software and its engineering,Software organization and properties,Contextual software domains,Operating systems,Process management,Mutual exclusion;Computer Science;2019
Pollux: Co-adaptive Cluster Scheduling for Goodput-Optimized Deep Learning.;;;Aurick Qiao,Sang Keun Choe,Suhas Jayaram Subramanya,Willie Neiswanger,Qirong Ho,Hao Zhang 0025,Gregory R. Ganger,Eric P. Xing;OSDI ;OSDI ;computer science;computer science;2021
Oort: Efficient Federated Learning via Guided Participant Selection.;40521e47d40c928b0db23d5292eb4ee139f485bd;;Fan Lai,Xiangfeng Zhu,H. Madhyastha,M. Chowdhury;OSDI ;;Computer Science;2021
PET: Optimizing Tensor Programs with Partially Equivalent Transformations and Automated Corrections.;e1e18f27e4aec1648f440a526f56b66dba2e1f5c;;Haojie Wang,Jidong Zhai,Mingyu Gao,Zixuan Ma,Shizhi Tang,Liyan Zheng,Yuanzhi Li,Kaiyuan Rong,Yuanyong Chen,Zhihao Jia;OSDI ;;Computer Science;2021
Privacy Budget Scheduling.;e3b5c59a131f4717fb784b57a386b1e3d5da9e04;;Tao Luo,Mingen Pan,Pierre Tholoniat,Asaf Cidon,Roxana Geambasu,M. L'ecuyer;OSDI ;;Computer Science;2021
Modernizing File System through In-Storage Indexing.;6541a8d29b51b3574166395e2bff4d02d82bf693;;Jinhyung Koo,Junsu Im,Jooyoung Song,Juhyung Park,Eunji Lee,B. Kim,Sungjin Lee;OSDI ;;Computer Science;2021
Nap: A Black-Box Approach to NUMA-Aware Persistent Memory Indexes.;;;Qing Wang,Youyou Lu,Junru Li,Jiwu Shu;OSDI ;OSDI ;computer science;computer science;2021
